concurrency,n_calls,wall_s,decides_per_s,latency_mean_s,latency_p95_s,latency_max_s,total_tokens,retries,failures,est_cost_usd
1,75,316.65463079995243,0.23685110750008734,3.9795886480008873,9.940877999993972,11.59185460000299,43477,0,0,
4,75,112.72291519999271,0.6653483000056838,4.319502374663328,12.470677700010128,15.528828000009526,42865,0,0,
8,75,82.35124749998795,0.9107330159146767,5.724523865330654,10.412066999997478,22.502043200016487,42450,0,0,
16,75,55.33985869999742,1.3552618630015312,4.356820385333461,8.36281289998442,11.953626799979247,43745,0,0,
